Sampling Date,Location of Monitoring Station,SO2,NO2,RSPM/PM10,SPM,PM 2.5
03/01/2014,"Thiruvottiyur,  Chennai",13.0,17.0,31.0,,
08/01/2014,"Thiruvottiyur,  Chennai",11.0,16.0,40.0,,
10/01/2014,"Thiruvottiyur,  Chennai",13.0,17.0,30.0,,
01/17/2014,"Thiruvottiyur,  Chennai",16.0,18.0,31.0,,
01/22/2014,"Thiruvottiyur,  Chennai",12.0,14.0,35.0,,
01/24/2014,"Thiruvottiyur,  Chennai",14.0,18.0,38.0,,
01/29/2014,"Thiruvottiyur,  Chennai",14.0,16.0,49.0,,
01/31/2014,"Thiruvottiyur,  Chennai",14.0,15.0,36.0,,
05/02/2014,"Thiruvottiyur,  Chennai",13.0,17.0,54.0,,
07/02/2014,"Thiruvottiyur,  Chennai",14.0,17.0,51.0,,
12/02/2014,"Thiruvottiyur,  Chennai",13.0,18.0,44.0,,
02/14/2014,"Thiruvottiyur,  Chennai",16.0,16.0,41.0,,
02/19/2014,"Thiruvottiyur,  Chennai",10.0,18.0,46.0,,
02/21/2014,"Thiruvottiyur,  Chennai",14.0,17.0,46.0,,
02/26/2014,"Thiruvottiyur,  Chennai",13.0,17.0,25.0,,
02/28/2014,"Thiruvottiyur,  Chennai",14.0,13.0,35.0,,
05/03/2014,"Thiruvottiyur,  Chennai",14.0,18.0,28.0,,
07/03/2014,"Thiruvottiyur,  Chennai",14.0,17.0,46.0,,
12/03/2014,"Thiruvottiyur,  Chennai",12.0,19.0,68.0,,
03/14/2014,"Thiruvottiyur,  Chennai",16.0,15.0,53.0,,
03/19/2014,"Thiruvottiyur,  Chennai",10.0,17.0,53.0,,
03/21/2014,"Thiruvottiyur,  Chennai",14.0,16.0,36.0,,
03/26/2014,"Thiruvottiyur,  Chennai",13.0,17.0,41.0,,
03/28/2014,"Thiruvottiyur,  Chennai",14.0,13.0,46.0,,
02/04/2014,"Thiruvottiyur,  Chennai",13.0,17.0,42.0,,
04/04/2014,"Thiruvottiyur,  Chennai",15.0,19.0,40.0,,
09/04/2014,"Thiruvottiyur,  Chennai",13.0,17.0,42.0,,
11/04/2014,"Thiruvottiyur,  Chennai",14.0,15.0,46.0,,
04/16/2014,"Thiruvottiyur,  Chennai",11.0,19.0,35.0,,
04/23/2014,"Thiruvottiyur,  Chennai",14.0,17.0,43.0,,
04/25/2014,"Thiruvottiyur,  Chennai",13.0,18.0,30.0,,
04/30/2014,"Thiruvottiyur,  Chennai",15.0,17.0,27.0,,
02/05/2014,"Thiruvottiyur,  Chennai",12.0,15.0,34.0,,
07/05/2014,"Thiruvottiyur,  Chennai",15.0,16.0,32.0,,
09/05/2014,"Thiruvottiyur,  Chennai",14.0,16.0,45.0,,
05/14/2014,"Thiruvottiyur,  Chennai",13.0,15.0,32.0,,
05/16/2014,"Thiruvottiyur,  Chennai",13.0,15.0,48.0,,
05/21/2014,"Thiruvottiyur,  Chennai",14.0,19.0,33.0,,
05/23/2014,"Thiruvottiyur,  Chennai",12.0,17.0,41.0,,
05/28/2014,"Thiruvottiyur,  Chennai",15.0,15.0,32.0,,
05/30/2014,"Thiruvottiyur,  Chennai",10.0,13.0,36.0,,
04/06/2014,"Thiruvottiyur,  Chennai",15.0,16.0,38.0,,
06/06/2014,"Thiruvottiyur,  Chennai",15.0,18.0,39.0,,
11/06/2014,"Thiruvottiyur,  Chennai",13.0,19.0,36.0,,
06/13/2014,"Thiruvottiyur,  Chennai",11.0,17.0,54.0,,
06/18/2014,"Thiruvottiyur,  Chennai",13.0,14.0,71.0,,
06/20/2014,"Thiruvottiyur,  Chennai",16.0,19.0,47.0,,
06/25/2014,"Thiruvottiyur,  Chennai",15.0,16.0,58.0,,
06/27/2014,"Thiruvottiyur,  Chennai",14.0,16.0,42.0,,
02/07/2014,"Thiruvottiyur,  Chennai",14.0,16.0,36.0,,
04/07/2014,"Thiruvottiyur,  Chennai",15.0,17.0,52.0,,
09/07/2014,"Thiruvottiyur,  Chennai",14.0,19.0,37.0,,
11/07/2014,"Thiruvottiyur,  Chennai",15.0,14.0,43.0,,
07/16/2014,"Thiruvottiyur,  Chennai",12.0,16.0,35.0,,
07/18/2014,"Thiruvottiyur,  Chennai",11.0,17.0,45.0,,
07/23/2014,"Thiruvottiyur,  Chennai",16.0,15.0,36.0,,
07/25/2014,"Thiruvottiyur,  Chennai",11.0,16.0,24.0,,
07/30/2014,"Thiruvottiyur,  Chennai",13.0,17.0,68.0,,
01/08/2014,"Thiruvottiyur,  Chennai",14.0,15.0,100.0,,
06/08/2014,"Thiruvottiyur,  Chennai",15.0,14.0,46.0,,
08/08/2014,"Thiruvottiyur,  Chennai",17.0,15.0,30.0,,
08/13/2014,"Thiruvottiyur,  Chennai",13.0,15.0,41.0,,
08/20/2014,"Thiruvottiyur,  Chennai",14.0,18.0,35.0,,
08/22/2014,"Thiruvottiyur,  Chennai",14.0,17.0,38.0,,
08/27/2014,"Thiruvottiyur,  Chennai",16.0,13.0,44.0,,
03/09/2014,"Thiruvottiyur,  Chennai",11.0,16.0,31.0,,
05/09/2014,"Thiruvottiyur,  Chennai",10.0,15.0,37.0,,
10/09/2014,"Thiruvottiyur,  Chennai",10.0,15.0,32.0,,
12/09/2014,"Thiruvottiyur,  Chennai",10.0,14.0,33.0,,
09/17/2014,"Thiruvottiyur,  Chennai",14.0,13.0,48.0,,
09/19/2014,"Thiruvottiyur,  Chennai",14.0,12.0,41.0,,
09/24/2014,"Thiruvottiyur,  Chennai",10.0,17.0,29.0,,
09/26/2014,"Thiruvottiyur,  Chennai",11.0,15.0,36.0,,
01/10/2014,"Thiruvottiyur,  Chennai",12.0,16.0,41.0,,
08/10/2014,"Thiruvottiyur,  Chennai",13.0,12.0,40.0,,
10/10/2014,"Thiruvottiyur,  Chennai",13.0,15.0,36.0,,
10/15/2014,"Thiruvottiyur,  Chennai",14.0,14.0,33.0,,
10/24/2014,"Thiruvottiyur,  Chennai",18.0,18.0,40.0,,
10/29/2014,"Thiruvottiyur,  Chennai",12.0,14.0,46.0,,
10/31/2014,"Thiruvottiyur,  Chennai",11.0,13.0,55.0,,
05/11/2014,"Thiruvottiyur,  Chennai",12.0,12.0,54.0,,
07/11/2014,"Thiruvottiyur,  Chennai",10.0,13.0,57.0,,
11/14/2014,"Thiruvottiyur,  Chennai",10.0,14.0,30.0,,
11/19/2014,"Thiruvottiyur,  Chennai",13.0,15.0,32.0,,
11/21/2014,"Thiruvottiyur,  Chennai",10.0,17.0,49.0,,
11/26/2014,"Thiruvottiyur,  Chennai",12.0,14.0,59.0,,
11/28/2014,"Thiruvottiyur,  Chennai",10.0,11.0,49.0,,
03/12/2014,"Thiruvottiyur,  Chennai",12.0,13.0,60.0,,
05/12/2014,"Thiruvottiyur,  Chennai",11.0,12.0,52.0,,
10/12/2014,"Thiruvottiyur,  Chennai",12.0,14.0,46.0,,
12/12/2014,"Thiruvottiyur,  Chennai",13.0,13.0,45.0,,
12/17/2014,"Thiruvottiyur,  Chennai",10.0,16.0,50.0,,
12/19/2014,"Thiruvottiyur,  Chennai",12.0,13.0,49.0,,
12/24/2014,"Thiruvottiyur,  Chennai",12.0,11.0,44.0,,
12/26/2014,"Thiruvottiyur,  Chennai",13.0,13.0,50.0,,
12/31/2014,"Thiruvottiyur,  Chennai",11.0,11.0,50.0,,
