Sampling Date,Location of Monitoring Station,SO2,NO2,RSPM/PM10
2013-09-12,"Govt. High School, Manali, Chennai.",15.0,18.0,35.0
2013-09-16,"Govt. High School, Manali, Chennai.",12.0,19.0,24.0
2013-09-19,"Govt. High School, Manali, Chennai.",15.0,20.0,32.0
2013-09-23,"Govt. High School, Manali, Chennai.",17.0,22.0,65.0
2013-09-26,"Govt. High School, Manali, Chennai.",14.0,18.0,40.0
2013-09-30,"Govt. High School, Manali, Chennai.",15.0,19.0,26.0
2013-10-03,"Govt. High School, Manali, Chennai.",14.0,19.0,38.0
2013-10-07,"Govt. High School, Manali, Chennai.",17.0,19.0,35.0
2013-10-10,"Govt. High School, Manali, Chennai.",16.0,18.0,25.0
2013-10-17,"Govt. High School, Manali, Chennai.",16.0,19.0,
2013-10-21,"Govt. High School, Manali, Chennai.",17.0,23.0,
2013-10-24,"Govt. High School, Manali, Chennai.",16.0,19.0,43.0
2013-10-28,"Govt. High School, Manali, Chennai.",19.0,19.0,34.0
2013-10-31,"Govt. High School, Manali, Chennai.",15.0,16.0,32.0
2013-11-04,"Govt. High School, Manali, Chennai.",17.0,17.0,31.0
2013-11-07,"Govt. High School, Manali, Chennai.",15.0,16.0,31.0
2013-11-11,"Govt. High School, Manali, Chennai.",16.0,19.0,33.0
2013-11-14,"Govt. High School, Manali, Chennai.",16.0,18.0,46.0
2013-11-18,"Govt. High School, Manali, Chennai.",17.0,14.0,43.0
2013-11-21,"Govt. High School, Manali, Chennai.",17.0,18.0,43.0
2013-11-25,"Govt. High School, Manali, Chennai.",12.0,16.0,34.0
2013-11-28,"Govt. High School, Manali, Chennai.",16.0,18.0,98.0
2013-12-02,"Govt. High School, Manali, Chennai.",15.0,16.0,39.0
2013-12-05,"Govt. High School, Manali, Chennai.",11.0,17.0,62.0
2013-12-09,"Govt. High School, Manali, Chennai.",14.0,16.0,55.0
2013-12-12,"Govt. High School, Manali, Chennai.",15.0,17.0,48.0
2013-12-16,"Govt. High School, Manali, Chennai.",15.0,14.0,58.0
2013-12-19,"Govt. High School, Manali, Chennai.",14.0,14.0,64.0
2013-12-23,"Govt. High School, Manali, Chennai.",14.0,14.0,48.0
2013-12-26,"Govt. High School, Manali, Chennai.",15.0,18.0,82.0
2013-12-30,"Govt. High School, Manali, Chennai.",16.0,14.0,50.0
2014-01-02,"Govt. High School, Manali, Chennai.",12.0,14.0,68.0
2014-01-06,"Govt. High School, Manali, Chennai.",12.0,17.0,39.0
2014-01-20,"Govt. High School, Manali, Chennai.",13.0,18.0,43.0
2014-01-23,"Govt. High School, Manali, Chennai.",11.0,19.0,34.0
2014-01-27,"Govt. High School, Manali, Chennai.",13.0,19.0,35.0
2014-01-30,"Govt. High School, Manali, Chennai.",15.0,18.0,43.0
2014-02-03,"Govt. High School, Manali, Chennai.",14.0,17.0,48.0
2014-02-06,"Govt. High School, Manali, Chennai.",14.0,17.0,55.0
2014-02-10,"Govt. High School, Manali, Chennai.",10.0,20.0,47.0
2014-02-13,"Govt. High School, Manali, Chennai.",14.0,18.0,52.0
2014-02-17,"Govt. High School, Manali, Chennai.",16.0,17.0,45.0
2014-02-20,"Govt. High School, Manali, Chennai.",13.0,18.0,60.0
2014-02-24,"Govt. High School, Manali, Chennai.",14.0,16.0,47.0
2014-02-27,"Govt. High School, Manali, Chennai.",14.0,14.0,59.0
2014-03-03,"Govt. High School, Manali, Chennai.",14.0,17.0,57.0
2014-03-06,"Govt. High School, Manali, Chennai.",14.0,18.0,39.0
2014-03-10,"Govt. High School, Manali, Chennai.",11.0,20.0,42.0
2014-03-13,"Govt. High School, Manali, Chennai.",15.0,19.0,63.0
2014-03-17,"Govt. High School, Manali, Chennai.",16.0,17.0,46.0
2014-03-20,"Govt. High School, Manali, Chennai.",13.0,18.0,43.0
2014-03-24,"Govt. High School, Manali, Chennai.",15.0,15.0,65.0
2014-03-27,"Govt. High School, Manali, Chennai.",14.0,15.0,48.0
2014-04-03,"Govt. High School, Manali, Chennai.",11.0,16.0,54.0
2014-04-07,"Govt. High School, Manali, Chennai.",13.0,18.0,64.0
2014-04-10,"Govt. High School, Manali, Chennai.",15.0,18.0,105.0
2014-04-17,"Govt. High School, Manali, Chennai.",13.0,18.0,61.0
2014-04-21,"Govt. High School, Manali, Chennai.",15.0,18.0,47.0
2014-04-28,"Govt. High School, Manali, Chennai.",16.0,14.0,38.0
2014-05-05,"Govt. High School, Manali, Chennai.",14.0,17.0,34.0
2014-05-08,"Govt. High School, Manali, Chennai.",12.0,17.0,51.0
2014-05-12,"Govt. High School, Manali, Chennai.",12.0,15.0,48.0
2014-05-15,"Govt. High School, Manali, Chennai.",15.0,16.0,64.0
2014-05-19,"Govt. High School, Manali, Chennai.",14.0,17.0,47.0
2014-05-22,"Govt. High School, Manali, Chennai.",14.0,14.0,56.0
2014-05-26,"Govt. High School, Manali, Chennai.",10.0,15.0,53.0
2014-05-29,"Govt. High School, Manali, Chennai.",13.0,13.0,56.0
2014-06-02,"Govt. High School, Manali, Chennai.",14.0,16.0,56.0
2014-06-05,"Govt. High School, Manali, Chennai.",14.0,17.0,64.0
2014-06-09,"Govt. High School, Manali, Chennai.",13.0,19.0,32.0
2014-06-12,"Govt. High School, Manali, Chennai.",11.0,16.0,41.0
2014-06-16,"Govt. High School, Manali, Chennai.",16.0,17.0,39.0
2014-06-19,"Govt. High School, Manali, Chennai.",16.0,16.0,50.0
2014-06-26,"Govt. High School, Manali, Chennai.",14.0,13.0,49.0
2014-06-30,"Govt. High School, Manali, Chennai.",13.0,16.0,32.0
2014-07-03,"Govt. High School, Manali, Chennai.",15.0,13.0,51.0
2014-07-07,"Govt. High School, Manali, Chennai.",16.0,17.0,42.0
2014-07-10,"Govt. High School, Manali, Chennai.",14.0,15.0,29.0
2014-07-14,"Govt. High School, Manali, Chennai.",14.0,14.0,35.0
2014-07-17,"Govt. High School, Manali, Chennai.",15.0,17.0,39.0
2014-07-21,"Govt. High School, Manali, Chennai.",16.0,15.0,41.0
2014-07-24,"Govt. High School, Manali, Chennai.",11.0,14.0,36.0
2014-07-28,"Govt. High School, Manali, Chennai.",15.0,17.0,35.0
2014-07-31,"Govt. High School, Manali, Chennai.",14.0,15.0,34.0
2014-08-04,"Govt. High School, Manali, Chennai.",13.0,16.0,41.0
2014-08-07,"Govt. High School, Manali, Chennai.",15.0,15.0,28.0
2014-08-11,"Govt. High School, Manali, Chennai.",12.0,17.0,29.0
2014-08-14,"Govt. High School, Manali, Chennai.",13.0,13.0,52.0
2014-08-18,"Govt. High School, Manali, Chennai.",14.0,13.0,26.0
2014-08-21,"Govt. High School, Manali, Chennai.",11.0,15.0,29.0
2014-08-25,"Govt. High School, Manali, Chennai.",16.0,14.0,38.0
2014-08-28,"Govt. High School, Manali, Chennai.",14.0,12.0,34.0
2014-09-01,"Govt. High School, Manali, Chennai.",12.0,13.0,38.0
2014-09-04,"Govt. High School, Manali, Chennai.",12.0,12.0,39.0
2014-09-08,"Govt. High School, Manali, Chennai.",12.0,15.0,36.0
2014-09-11,"Govt. High School, Manali, Chennai.",15.0,16.0,37.0
2014-09-15,"Govt. High School, Manali, Chennai.",11.0,15.0,42.0
2014-09-18,"Govt. High School, Manali, Chennai.",11.0,13.0,32.0
2014-09-22,"Govt. High School, Manali, Chennai.",12.0,17.0,37.0
2014-09-25,"Govt. High School, Manali, Chennai.",11.0,14.0,35.0
2014-09-29,"Govt. High School, Manali, Chennai.",9.0,13.0,25.0
2014-10-09,"Govt. High School, Manali, Chennai.",11.0,12.0,51.0
2014-10-13,"Govt. High School, Manali, Chennai.",13.0,15.0,42.0
2014-10-16,"Govt. High School, Manali, Chennai.",13.0,15.0,32.0
2014-10-20,"Govt. High School, Manali, Chennai.",11.0,15.0,46.0
2014-10-23,"Govt. High School, Manali, Chennai.",20.0,16.0,29.0
2014-10-27,"Govt. High School, Manali, Chennai.",12.0,17.0,27.0
2014-10-30,"Govt. High School, Manali, Chennai.",11.0,15.0,29.0
2014-11-03,"Govt. High School, Manali, Chennai.",10.0,12.0,50.0
2014-11-06,"Govt. High School, Manali, Chennai.",13.0,14.0,62.0
2014-11-10,"Govt. High School, Manali, Chennai.",12.0,16.0,38.0
2014-11-13,"Govt. High School, Manali, Chennai.",11.0,11.0,47.0
2014-11-17,"Govt. High School, Manali, Chennai.",13.0,15.0,51.0
2014-11-20,"Govt. High School, Manali, Chennai.",10.0,13.0,54.0
2014-11-24,"Govt. High School, Manali, Chennai.",13.0,13.0,42.0
2014-11-27,"Govt. High School, Manali, Chennai.",10.0,13.0,41.0
2014-12-01,"Govt. High School, Manali, Chennai.",12.0,13.0,49.0
2014-12-04,"Govt. High School, Manali, Chennai.",11.0,12.0,45.0
2014-12-08,"Govt. High School, Manali, Chennai.",11.0,13.0,42.0
2014-12-11,"Govt. High School, Manali, Chennai.",11.0,14.0,27.0
2014-12-15,"Govt. High School, Manali, Chennai.",14.0,16.0,48.0
2014-12-18,"Govt. High School, Manali, Chennai.",12.0,13.0,49.0
2014-12-22,"Govt. High School, Manali, Chennai.",10.0,10.0,45.0
2014-12-29,"Govt. High School, Manali, Chennai.",11.0,13.0,44.0
2015-01-06,"Govt. High School, Manali, Chennai.",12.0,21.0,34.0
2015-01-10,"Govt. High School, Manali, Chennai.",14.0,19.0,36.0
2015-01-19,"Govt. High School, Manali, Chennai.",13.0,12.0,44.0
2015-01-22,"Govt. High School, Manali, Chennai.",13.0,14.0,37.0
2015-01-29,"Govt. High School, Manali, Chennai.",10.0,11.0,40.0
2015-02-03,"Govt. High School, Manali, Chennai.",13.0,15.0,43.0
2015-02-11,"Govt. High School, Manali, Chennai.",12.0,18.0,59.0
2015-02-16,"Govt. High School, Manali, Chennai.",12.0,13.0,56.0
2015-02-19,"Govt. High School, Manali, Chennai.",9.0,12.0,46.0
2015-02-23,"Govt. High School, Manali, Chennai.",12.0,15.0,48.0
2015-02-26,"Govt. High School, Manali, Chennai.",10.0,16.0,48.0
2015-03-08,"Govt. High School, Manali, Chennai.",14.0,17.0,37.0
2015-03-16,"Govt. High School, Manali, Chennai.",10.0,12.0,36.0
2015-03-19,"Govt. High School, Manali, Chennai.",13.0,13.0,51.0
2015-03-23,"Govt. High School, Manali, Chennai.",10.0,16.0,52.0
2015-03-26,"Govt. High School, Manali, Chennai.",13.0,15.0,45.0
2015-03-30,"Govt. High School, Manali, Chennai.",11.0,17.0,43.0
2015-04-05,"Govt. High School, Manali, Chennai.",16.0,18.0,33.0
2015-04-06,"Govt. High School, Manali, Chennai.",13.0,22.0,39.0
2015-04-13,"Govt. High School, Manali, Chennai.",11.0,15.0,66.0
2015-04-16,"Govt. High School, Manali, Chennai.",13.0,17.0,36.0
2015-04-20,"Govt. High School, Manali, Chennai.",12.0,13.0,35.0
2015-04-23,"Govt. High School, Manali, Chennai.",14.0,16.0,42.0
2015-04-27,"Govt. High School, Manali, Chennai.",10.0,13.0,36.0
2015-04-30,"Govt. High School, Manali, Chennai.",15.0,17.0,39.0
2015-05-01,"Govt. High School, Manali, Chennai.",10.0,15.0,33.0
2015-05-02,"Govt. High School, Manali, Chennai.",10.0,14.0,53.0
2015-05-03,"Govt. High School, Manali, Chennai.",13.0,15.0,33.0
2015-05-10,"Govt. High School, Manali, Chennai.",14.0,19.0,57.0
2015-05-11,"Govt. High School, Manali, Chennai.",13.0,17.0,44.0
2015-05-14,"Govt. High School, Manali, Chennai.",12.0,18.0,27.0
2015-05-18,"Govt. High School, Manali, Chennai.",15.0,15.0,32.0
2015-05-21,"Govt. High School, Manali, Chennai.",15.0,15.0,44.0
2015-05-25,"Govt. High School, Manali, Chennai.",13.0,18.0,44.0
2015-05-28,"Govt. High School, Manali, Chennai.",11.0,14.0,42.0
2015-06-04,"Govt. High School, Manali, Chennai.",13.0,16.0,40.0
2015-06-08,"Govt. High School, Manali, Chennai.",16.0,20.0,33.0
2015-06-15,"Govt. High School, Manali, Chennai.",14.0,23.0,52.0
2015-06-18,"Govt. High School, Manali, Chennai.",11.0,17.0,41.0
2015-06-22,"Govt. High School, Manali, Chennai.",14.0,22.0,41.0
2015-06-25,"Govt. High School, Manali, Chennai.",16.0,20.0,43.0
2015-06-29,"Govt. High School, Manali, Chennai.",14.0,17.0,44.0
2015-07-05,"Govt. High School, Manali, Chennai.",13.0,20.0,26.0
2015-07-12,"Govt. High School, Manali, Chennai.",14.0,15.0,47.0
2015-07-13,"Govt. High School, Manali, Chennai.",13.0,21.0,32.0
2015-07-16,"Govt. High School, Manali, Chennai.",16.0,17.0,31.0
2015-07-20,"Govt. High School, Manali, Chennai.",15.0,17.0,31.0
2015-07-23,"Govt. High School, Manali, Chennai.",11.0,20.0,25.0
2015-07-27,"Govt. High School, Manali, Chennai.",14.0,17.0,46.0
2015-08-06,"Govt. High School, Manali, Chennai.",12.0,17.0,39.0
2015-08-10,"Govt. High School, Manali, Chennai.",17.0,16.0,29.0
2015-08-13,"Govt. High School, Manali, Chennai.",14.0,17.0,34.0
2015-08-17,"Govt. High School, Manali, Chennai.",17.0,20.0,36.0
2015-08-20,"Govt. High School, Manali, Chennai.",17.0,15.0,58.0
2015-08-24,"Govt. High School, Manali, Chennai.",13.0,17.0,32.0
2015-08-27,"Govt. High School, Manali, Chennai.",13.0,17.0,35.0
2015-08-31,"Govt. High School, Manali, Chennai.",16.0,18.0,28.0
2015-09-02,"Govt. High School, Manali, Chennai.",14.0,13.0,49.0
2015-09-03,"Govt. High School, Manali, Chennai.",14.0,17.0,47.0
2015-09-04,"Govt. High School, Manali, Chennai.",13.0,17.0,46.0
2015-09-07,"Govt. High School, Manali, Chennai.",13.0,19.0,48.0
2015-09-11,"Govt. High School, Manali, Chennai.",16.0,15.0,
2015-10-08,"Govt. High School, Manali, Chennai.",16.0,16.0,50.0
2015-10-12,"Govt. High School, Manali, Chennai.",12.0,16.0,59.0
2015-10-15,"Govt. High School, Manali, Chennai.",13.0,17.0,44.0
2015-10-19,"Govt. High School, Manali, Chennai.",16.0,15.0,37.0
2015-10-26,"Govt. High School, Manali, Chennai.",13.0,16.0,33.0
2015-10-29,"Govt. High School, Manali, Chennai.",15.0,15.0,36.0
2015-11-05,"Govt. High School, Manali, Chennai.",15.0,17.0,36.0
2015-11-06,"Govt. High School, Manali, Chennai.",15.0,20.0,37.0
2015-11-19,"Govt. High School, Manali, Chennai.",14.0,19.0,49.0
2015-11-23,"Govt. High School, Manali, Chennai.",13.0,19.0,47.0
2015-11-26,"Govt. High School, Manali, Chennai.",13.0,19.0,45.0
2015-11-30,"Govt. High School, Manali, Chennai.",14.0,21.0,34.0
2015-12-01,"Govt. High School, Manali, Chennai.",11.0,14.0,36.0
2015-12-02,"Govt. High School, Manali, Chennai.",13.0,15.0,51.0
2015-12-03,"Govt. High School, Manali, Chennai.",14.0,14.0,58.0
2015-12-10,"Govt. High School, Manali, Chennai.",14.0,18.0,35.0
2015-12-11,"Govt. High School, Manali, Chennai.",19.0,19.0,49.0
2015-12-14,"Govt. High School, Manali, Chennai.",14.0,19.0,49.0
2015-12-17,"Govt. High School, Manali, Chennai.",14.0,17.0,55.0
2015-12-21,"Govt. High School, Manali, Chennai.",15.0,13.0,57.0
2015-12-28,"Govt. High School, Manali, Chennai.",11.0,16.0,57.0
2015-12-31,"Govt. High School, Manali, Chennai.",16.0,17.0,58.0
2010-01-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.6,17.16666667,73.33333333
2010-01-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.15,20.28333333,61.33333333
2010-01-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.45,20.51666667,75.0
2010-01-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.75,18.18333333,120.0
2010-01-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.78,17.32,96.5
2010-01-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.11666667,20.86666667,81.33333333
2010-02-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.48333333,20.66666667,82.33333333
2010-02-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.93333333,18.65,79.0
2010-02-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.36666667,19.5,96.66666667
2010-02-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.16666667,18.38333333,52.66666667
2010-02-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.18333333,18.63333333,50.66666667
2010-02-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.56666667,21.48333333,85.0
2010-02-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.55,19.78333333,88.66666667
2010-02-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.71666667,22.33333333,83.0
2010-03-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.633333333,16.61666667,94.66666667
2010-03-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.38333333,16.58333333,118.3333333
2010-03-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.7,22.13333333,56.0
2010-03-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.65,14.36666667,53.33333333
2010-03-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.71666667,19.36666667,69.66666667
2010-03-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.18333333,16.6,111.0
2010-03-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.41666667,20.15,58.0
2010-03-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.35,20.5,67.66666667
2010-04-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.316666667,17.31666667,88.0
2010-04-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.15,16.68333333,61.66666667
2010-04-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.65,18.25,42.66666667
2010-04-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.55,16.88333333,39.0
2010-04-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.3,18.08333333,48.66666667
2010-04-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.3,18.96666667,43.33333333
2010-04-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.8,22.38333333,86.66666667
2010-04-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.13333333,21.4,58.66666667
2010-04-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.1,19.16666667,46.33333333
2010-05-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.3,17.53333333,57.0
2010-05-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.7,18.71666667,79.66666667
2010-05-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.95,18.9,161.3333333
2010-05-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.02,15.64,74.33333333
2010-05-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.91666667,21.65,62.66666667
2010-05-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.816666667,16.4,89.33333333
2010-05-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.71666667,23.45,68.33333333
2010-06-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.266666667,12.73333333,89.33333333
2010-06-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.53333333,22.21666667,86.0
2010-06-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.63333333,20.43333333,61.0
2010-06-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.38333333,20.51666667,73.66666667
2010-06-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.6,19.38333333,74.0
2010-06-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.01666667,24.5,95.0
2010-06-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.966666667,16.91666667,43.66666667
2010-06-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.7,18.86666667,79.0
2010-06-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.983333333,15.35,67.0
2010-07-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.066666667,15.33333333,81.0
2010-07-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.78333333,21.2,90.66666667
2010-07-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.6,20.21666667,55.0
2010-07-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.05,17.5,75.0
2010-07-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.816666667,15.13333333,59.33333333
2010-07-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.45,15.96666667,56.66666667
2010-07-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.3,19.11666667,99.66666667
2010-07-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.45,22.3,87.66666667
2010-07-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.15,18.93333333,48.66666667
2010-08-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.3,18.12,91.33333333
2010-08-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.866666667,16.55,65.33333333
2010-08-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.716666667,16.66666667,93.33333333
2010-08-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.816666667,14.75,85.66666667
2010-08-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.46666667,23.38333333,54.66666667
2010-08-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.55,15.38333333,133.6666667
2010-08-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.43333333,18.01666667,46.66666667
2010-08-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.916666667,16.53333333,69.0
2010-08-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.13333333,20.63333333,49.66666667
2010-09-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.33333333,17.41666667,52.33333333
2010-09-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.366666667,15.65,85.33333333
2010-09-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.36666667,19.06666667,63.0
2010-09-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.816666667,15.33333333,42.66666667
2010-09-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.75,19.26666667,85.66666667
2010-09-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.96666667,16.6,64.66666667
2010-09-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.7,12.85,29.33333333
2010-09-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.73333333,16.78333333,37.0
2010-10-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",8.86,14.2,213.3333333
2010-10-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.366666667,15.38333333,98.33333333
2010-10-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.06666667,17.08333333,109.0
2010-10-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.46666667,19.81666667,145.0
2010-10-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.5,18.0,101.3333333
2010-10-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.33333333,17.91666667,163.6666667
2010-10-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.93333333,19.16666667,105.6666667
2010-10-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.41666667,19.78333333,179.3333333
2010-11-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.08333333,16.76666667,123.3333333
2010-11-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.58333333,19.08333333,112.6666667
2010-11-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.31666667,18.5,55.0
2010-11-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.533333333,16.53333333,120.6666667
2010-11-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.93333333,16.9,73.66666667
2010-11-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.45,14.95,69.66666667
2010-11-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.93333333,22.48333333,65.0
2010-11-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.68333333,19.9,92.33333333
2010-11-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.26666667,17.36666667,83.33333333
2010-12-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.53333333,18.86666667,61.33333333
2010-12-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.933333333,16.73333333,90.33333333
2010-12-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.46666667,17.6,67.33333333
2010-12-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.35,17.71666667,43.0
2010-12-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.98333333,21.01666667,47.0
2010-12-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.76666667,20.63333333,61.0
2010-12-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.85,17.85,56.33333333
2010-12-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.56666667,18.31666667,42.33333333
2010-12-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.61666667,18.43333333,30.66666667
2010-12-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.46666667,15.73333333,79.0
2011-01-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,16.0,76.0
2011-01-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.0,15.0,76.0
2011-01-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,17.0,165.0
2011-01-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,19.0,219.0
2011-01-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,14.0,108.0
2011-01-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.0,12.0,108.0
2011-01-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,16.0,75.0
2011-01-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,20.0,114.0
2011-02-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,19.0,118.0
2011-02-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,18.0,92.0
2011-02-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,18.0,120.0
2011-02-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,13.0,130.0
2011-02-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,25.0,160.0
2011-02-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,12.0,92.0
2011-02-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",36.0,20.0,124.0
2011-02-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,16.0,79.0
2011-03-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,31.0,58.0
2011-03-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.0,24.0,106.0
2011-03-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,16.0,178.0
2011-03-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,15.0,102.0
2011-03-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,12.0,60.0
2011-03-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,13.0,63.0
