Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM,PM 2.5
769,02-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,23.0,152.0,,
769,02-06-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,23.0,113.0,,
769,02-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,22.0,93.0,,
769,13-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,118.0,,
769,18-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,114.0,,
769,20-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,18.0,126.0,,
769,20-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,15.0,126.0,,
769,20-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,18.0,120.0,,
769,03-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,44.0,135.0,,
769,03-06-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,101.0,,
769,03-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,125.0,,
769,13-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,117.0,,
769,18-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,24.0,119.0,,
769,20-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,116.0,,
769,25-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,119.0,,
769,27-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,102.0,,
769,04-01-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,23.0,180.0,,
769,04-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,24.0,118.0,,
769,04-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,22.0,104.0,,
769,04-10-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,136.0,,
769,17-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,22.0,94.0,,
769,19-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,89.0,,
769,22-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,23.0,110.0,,
769,29-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,108.0,,
769,05-06-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,22.0,85.0,,
769,05-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,65.0,,
769,13-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,88.0,,
769,15-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,19.0,93.0,,
769,20-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,66.0,,
769,22-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,78.0,,
769,27-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,22.0,69.0,,
769,29-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,24.0,90.0,,
769,06-03-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,20.0,97.0,,
769,06-10-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,25.0,114.0,,
769,17-06-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,114.0,,
769,24-06-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,21.0,99.0,,
769,07-01-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,96.0,,
769,07-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,93.0,,
769,15-07-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,106.0,,
769,22-07-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,114.0,,
769,08-05-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,97.0,,
769,08-12-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,91.0,,
769,19-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,106.0,,
769,21-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,22.0,116.0,,
769,28-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,118.0,,
769,28-08-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,95.0,,
769,09-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,112.0,,
769,09-04-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,22.0,88.0,,
769,09-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,80.0,,
769,09-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,24.0,91.0,,
769,16-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,22.0,99.0,,
769,18-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,89.0,,
769,23-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",21.0,23.0,106.0,,
769,25-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,21.0,86.0,,
769,30-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,19.0,87.0,,
769,10-07-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,88.0,,
769,14-10-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,18.0,79.0,,
769,21-10-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,84.0,,
769,28-10-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,19.0,79.0,,
769,11-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,22.0,75.0,,
769,18-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,78.0,,
769,25-11-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,104.0,,
769,12-02-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,78.0,,
769,12-09-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,16.0,79.0,,
769,16-12-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,78.0,,
769,23-12-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,15.0,77.0,,
769,30-12-14,Tamil Nadu,Trichy,"Gandhi Market, Trichy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,15.0,82.0,,
770,01-06-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,22.0,118.0,,
770,01-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,107.0,,
770,13-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,109.0,,
770,20-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,23.0,114.0,,
770,22-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,121.0,,
770,27-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,113.0,,
770,29-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,20.0,119.0,,
770,02-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,24.0,147.0,,
770,02-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,21.0,123.0,,
770,02-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,20.0,123.0,,
770,02-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,24.0,124.0,,
770,17-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,120.0,,
770,19-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,121.0,,
770,24-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,20.0,125.0,,
770,26-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,129.0,,
770,03-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,20.0,126.0,,
770,03-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,125.0,,
770,03-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,22.0,132.0,,
770,03-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,127.0,,
770,17-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,20.0,145.0,,
770,19-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,22.0,134.0,,
770,24-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,135.0,,
770,26-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,103.0,,
770,04-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,20.0,72.0,,
770,04-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,23.0,88.0,,
770,04-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,24.0,102.0,,
770,16-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,21.0,82.0,,
770,21-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,23.0,107.0,,
770,23-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,23.0,111.0,,
770,28-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,21.0,103.0,,
770,30-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,21.0,112.0,,
770,05-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,16.0,78.0,,
770,05-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,13.0,103.0,,
770,05-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,18.0,112.0,,
770,14-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,17.0,89.0,,
770,19-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,18.0,100.0,,
770,21-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,16.0,77.0,,
770,26-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,23.0,89.0,,
770,28-05-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,25.0,85.0,,
770,06-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,112.0,,
770,06-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,22.0,126.0,,
770,16-06-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,24.0,101.0,,
770,23-06-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",24.0,32.0,165.0,,
770,30-06-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,20.0,114.0,,
770,07-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,91.0,,
770,14-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,99.0,,
770,21-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,22.0,113.0,,
770,28-07-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,20.0,107.0,,
770,08-04-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,117.0,,
770,08-11-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,94.0,,
770,18-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",,,107.0,,
770,20-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,23.0,115.0,,
770,25-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,101.0,,
770,27-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,120.0,,
770,09-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,22.0,113.0,,
770,09-03-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,24.0,94.0,,
770,09-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,21.0,101.0,,
770,09-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,23.0,107.0,,
770,15-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20.0,24.0,103.0,,
770,17-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,23.0,92.0,,
770,22-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,100.0,,
770,24-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,18.0,90.0,,
770,29-09-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16.0,20.0,119.0,,
770,13-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,23.0,97.0,,
770,20-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,19.0,111.0,,
770,27-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,21.0,91.0,,
770,11-02-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,19.0,90.0,,
770,11-10-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,24.0,109.0,,
770,17-11-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18.0,22.0,104.0,,
770,24-11-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19.0,23.0,84.0,,
770,12-01-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,19.0,97.0,,
770,12-08-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15.0,17.0,102.0,,
770,15-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17.0,18.0,90.0,,
770,22-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,15.0,89.0,,
770,29-12-14,Tamil Nadu,Trichy,"Main Guard Gate, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,17.0,62.0,,
771,01-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,14.0,53.0,,
771,01-06-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,14.0,43.0,,
771,01-09-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,15.0,56.0,,
771,13-01-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,13.0,44.0,,
771,20-01-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,15.0,47.0,,
771,23-01-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,13.0,41.0,,
771,27-01-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,12.0,74.0,,
771,31-01-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,13.0,40.0,,
771,02-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,15.0,37.0,,
771,02-06-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9.0,13.0,41.0,,
771,02-10-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,15.0,38.0,,
771,13-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,14.0,47.0,,
771,17-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,15.0,42.0,,
771,20-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,16.0,24.0,,
771,24-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,12.0,39.0,,
771,27-02-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,12.0,43.0,,
771,03-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,14.0,43.0,,
771,03-06-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,16.0,49.0,,
771,03-10-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,13.0,46.0,,
771,13-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,13.0,40.0,,
771,17-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14.0,16.0,49.0,,
771,20-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,13.0,44.0,,
771,24-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12.0,15.0,52.0,,
771,27-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13.0,15.0,52.0,,
771,04-03-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,13.0,53.0,,
771,04-07-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10.0,15.0,52.0,,
771,04-10-14,Tamil Nadu,Trichy,"Bishop Heber College, Tirchy",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11.0,14.0,44.0,,
