,Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
22,38,2010-01-04,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.316666667,17.31666667,88.0,253.0
23,38,2010-06-04,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.15,16.68333333,61.66666667,214.3333333
24,38,2010-08-04,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.65,18.25,42.66666667,128.0
25,38,2010-04-13,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.55,16.88333333,39.0,174.0
26,38,2010-04-15,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.08333333,48.66666667,144.0
27,38,2010-04-20,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.96666667,43.33333333,271.6666667
28,38,2010-04-22,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15.8,22.38333333,86.66666667,248.0
29,38,2010-04-27,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.13333333,21.4,58.66666667,169.6666667
30,38,2010-04-29,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.1,19.16666667,46.33333333,155.3333333
31,38,2010-04-05,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,17.53333333,57.0,145.6666667
32,38,2010-06-05,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.7,18.71666667,79.66666667,169.6666667
33,38,2010-11-05,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.95,18.9,161.3333333,296.3333333
34,38,2010-05-18,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.02,15.64,74.33333333,212.6666667
35,38,2010-05-20,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.91666667,21.65,62.66666667,139.6666667
36,38,2010-05-25,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.816666667,16.4,89.33333333,211.3333333
37,38,2010-05-27,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.71666667,23.45,68.33333333,211.6666667
38,38,2010-01-06,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.266666667,12.73333333,89.33333333,218.3333333
39,38,2010-03-06,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.53333333,22.21666667,86.0,225.0
40,38,2010-08-06,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.63333333,20.43333333,61.0,243.3333333
41,38,2010-10-06,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.38333333,20.51666667,73.66666667,136.6666667
42,38,2010-06-15,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.6,19.38333333,74.0,171.0
43,38,2010-06-17,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.01666667,24.5,95.0,232.3333333
44,38,2010-06-22,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.966666667,16.91666667,43.66666667,141.3333333
45,38,2010-06-24,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.7,18.86666667,79.0,220.0
46,38,2010-06-29,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.983333333,15.35,67.0,136.3333333
47,38,2010-01-07,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.066666667,15.33333333,81.0,165.3333333
48,38,2010-06-07,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.78333333,21.2,90.66666667,203.3333333
49,38,2010-08-07,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.6,20.21666667,55.0,83.33333333
50,38,2010-07-13,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.05,17.5,75.0,167.3333333
51,38,2010-07-15,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,15.13333333,59.33333333,180.3333333
52,38,2010-07-20,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.45,15.96666667,56.66666667,96.0
53,38,2010-07-22,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.3,19.11666667,99.66666667,215.3333333
54,38,2010-07-27,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.45,22.3,87.66666667,221.6666667
55,38,2010-07-29,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.15,18.93333333,48.66666667,136.6666667
56,38,2010-03-08,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.3,18.12,91.33333333,231.0
57,38,2010-05-08,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.866666667,16.55,65.33333333,181.3333333
58,38,2010-10-08,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.716666667,16.66666667,93.33333333,227.0
59,38,2010-12-08,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,14.75,85.66666667,191.3333333
60,38,2010-08-17,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.46666667,23.38333333,54.66666667,119.0
61,38,2010-08-19,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.55,15.38333333,133.6666667,175.0
62,38,2010-08-24,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.43333333,18.01666667,46.66666667,62.66666667
63,38,2010-08-26,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.916666667,16.53333333,69.0,151.6666667
64,38,2010-08-31,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.13333333,20.63333333,49.66666667,118.6666667
65,38,2010-02-09,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.33333333,17.41666667,52.33333333,160.0
66,38,2010-09-09,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.366666667,15.65,85.33333333,234.6666667
67,38,2010-09-14,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.36666667,19.06666667,63.0,165.0
68,38,2010-09-16,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.816666667,15.33333333,42.66666667,136.0
69,38,2010-09-21,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.75,19.26666667,85.66666667,135.3333333
70,38,2010-09-23,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.96666667,16.6,64.66666667,149.3333333
71,38,2010-09-28,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.7,12.85,29.33333333,79.0
72,38,2010-09-30,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.73333333,16.78333333,37.0,103.0
73,38,2010-05-10,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,8.86,14.2,213.3333333,260.0
74,38,2010-07-10,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.366666667,15.38333333,98.33333333,201.6666667
75,38,2010-12-10,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.06666667,17.08333333,109.0,241.0
76,38,2010-10-14,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.46666667,19.81666667,145.0,288.6666667
77,38,2010-10-19,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.5,18.0,101.3333333,195.3333333
78,38,2010-10-21,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.33333333,17.91666667,163.6666667,298.3333333
79,38,2010-10-26,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.93333333,19.16666667,105.6666667,164.3333333
80,38,2010-10-28,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.41666667,19.78333333,179.3333333,239.3333333
81,38,2010-02-11,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.08333333,16.76666667,123.3333333,225.3333333
82,38,2010-04-11,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.58333333,19.08333333,112.6666667,168.3333333
83,38,2010-09-11,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.31666667,18.5,55.0,80.0
84,38,2010-11-11,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.533333333,16.53333333,120.6666667,201.0
85,38,2010-11-16,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.93333333,16.9,73.66666667,115.6666667
86,38,2010-11-18,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13.45,14.95,69.66666667,99.66666667
87,38,2010-11-23,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.93333333,22.48333333,65.0,99.33333333
88,38,2010-11-25,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.68333333,19.9,92.33333333,143.3333333
89,38,2010-11-30,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.26666667,17.36666667,83.33333333,139.6666667
90,38,2010-02-12,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.53333333,18.86666667,61.33333333,113.0
91,38,2010-07-12,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,9.933333333,16.73333333,90.33333333,125.6666667
92,38,2010-09-12,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10.46666667,17.6,67.33333333,101.6666667
93,38,2010-12-14,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.35,17.71666667,43.0,71.66666667
94,38,2010-12-16,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11.98333333,21.01666667,47.0,71.66666667
95,38,2010-12-21,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.76666667,20.63333333,61.0,149.0
96,38,2010-12-23,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12.85,17.85,56.33333333,118.3333333
97,38,2010-12-28,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.56666667,18.31666667,42.33333333,131.3333333
98,38,2010-12-29,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.61666667,18.43333333,30.66666667,83.0
99,38,2010-12-30,Tamil Nadu,Chennai,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14.46666667,15.73333333,79.0,137.6666667
