Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
764,1/7/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,15,60,NA
764,1/10/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,27,76,NA
764,17-01-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,24,76,NA
764,21-01-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,13,55,NA
764,23-01-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,10,78,NA
764,28-01-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,14,57,NA
764,30-01-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,18,59,NA
764,2/1/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,15,54,NA
764,2/5/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,18,52,NA
764,2/7/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,17,53,NA
764,2/11/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,21,75,NA
764,13-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,10,45,NA
764,15-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,32,42,NA
764,19-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,25,41,NA
764,21-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,39,51,NA
764,25-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,15,45,NA
764,27-02-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,13,50,NA
764,3/1/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,33,73,NA
764,3/3/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,16,59,NA
764,3/7/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,23,29,NA
764,3/11/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,29,41,NA
764,13-03-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,31,50,NA
764,15-03-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,10,61,NA
764,19-03-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,26,40,NA
764,21-03-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,22,30,NA
764,25-03-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,17,26,NA
764,4/1/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,27,35,NA
764,4/3/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,23,32,NA
764,4/5/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,28,44,NA
764,4/9/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,30,32,NA
764,4/12/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,22,19,NA
764,16-04-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,13,49,NA
764,18-04-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,18,48,NA
764,22-04-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,15,40,NA
764,25-04-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,9,41,NA
764,29-04-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,21,68,NA
764,5/2/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,13,17,NA
764,5/6/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,25,59,NA
764,5/8/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,22,26,NA
764,5/10/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,17,116,NA
764,14-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,23,45,NA
764,16-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,24,77,NA
764,20-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,27,40,NA
764,22-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,24,55,NA
764,24-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,25,35,NA
764,28-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,22,29,NA
764,30-05-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,31,54,NA
764,6/3/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,24,55,NA
764,6/5/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,38,31,NA
764,6/7/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,28,48,NA
764,6/11/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,29,21,NA
764,13-06-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,23,85,NA
764,17-06-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,37,46,NA
764,19-06-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,44,29,NA
764,21-06-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,40,71,NA
764,27-06-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,33,56,NA
764,7/1/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,32,77,NA
764,7/3/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,30,119,NA
764,7/5/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,30,60,NA
764,7/9/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,38,37,NA
764,7/11/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,24,32,NA
764,15-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,26,35,NA
764,17-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,30,35,NA
764,19-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,36,37,NA
764,23-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,37,31,NA
764,25-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,28,63,NA
764,29-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,19,40,NA
764,31-07-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,15,34,NA
764,8/2/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,30,NA
764,8/6/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,16,44,NA
764,8/8/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,14,45,NA
764,13-08-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,14,56,NA
764,16-08-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,24,42,NA
764,20-08-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,12,40,NA
764,22-08-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,16,45,NA
764,26-08-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,13,62,NA
764,9/2/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,15,47,NA
764,9/4/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,11,24,NA
764,9/6/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,13,38,NA
764,13-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,13,40,NA
764,17-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,25,67,NA
764,19-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,18,51,NA
764,23-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,15,46,NA
764,25-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,19,68,NA
764,27-09-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,19,40,NA
764,10/1/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,21,80,NA
764,10/4/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,12,36,NA
764,10/8/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,19,36,NA
764,15-10-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,16,54,NA
764,18-10-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,17,33,NA
764,23-10-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,16,49,NA
764,25-10-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,16,54,NA
764,31-10-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,13,58,NA
764,11/4/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,14,50,NA
764,11/6/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,17,84,NA
764,11/8/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,19,45,NA
764,11/12/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,16,63,NA
764,14-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,17,80,NA
764,19-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,20,100,NA
764,21-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,72,NA
764,25-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,14,40,NA
764,27-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,15,66,NA
764,29-11-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,88,NA
764,12/5/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,19,83,NA
764,12/9/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,14,71,NA
764,12/11/2013,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,19,94,NA
764,13-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,20,66,NA
764,17-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",19,23,65,NA
764,19-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,21,54,NA
764,23-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,19,26,NA
764,26-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,23,70,NA
764,30-12-13,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,19,40,NA
765,18-01-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,43,96,NA
765,22-01-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,18,94,NA
765,24-01-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,28,148,NA
765,29-01-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,43,146,NA
765,31-01-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,37,172,NA
765,2/4/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,41,115,NA
765,2/6/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,30,125,NA
765,2/8/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,31,92,NA
765,2/12/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,28,144,NA
765,14-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,16,86,NA
765,18-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,27,95,NA
765,20-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,43,117,NA
765,22-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,22,90,NA
765,26-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,44,120,NA
765,28-02-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",20,22,211,NA
765,3/6/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,23,203,NA
765,3/8/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,38,174,NA
765,3/12/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,11,176,NA
765,14-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,35,NA,NA
765,18-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",7,36,135,NA
765,20-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,30,135,NA
765,22-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",5,28,111,NA
765,26-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,25,119,NA
765,27-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,33,114,NA
765,28-03-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",4,20,75,NA
765,4/2/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,19,121,NA
765,4/4/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,20,78,NA
765,4/8/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,15,94,NA
765,4/10/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,26,144,NA
765,15-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,27,NA,NA
765,17-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,24,141,NA
765,19-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",8,18,97,NA
765,23-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,25,72,NA
765,26-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,22,145,NA
765,30-04-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",6,19,137,NA
765,5/3/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,26,171,NA
765,5/7/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,28,211,NA
765,5/9/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,22,191,NA
765,15-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,24,193,NA
765,17-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,28,175,NA
765,20-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,24,79,NA
765,23-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,28,124,NA
765,27-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,24,182,NA
765,31-05-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,32,94,NA
765,6/4/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,11,146,NA
765,6/6/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,16,90,NA
765,6/10/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,25,111,NA
765,14-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,32,136,NA
765,18-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,41,111,NA
765,20-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,29,93,NA
765,24-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,28,176,NA
765,26-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,30,137,NA
765,28-06-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,22,119,NA
765,7/2/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,17,131,NA
765,7/4/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,30,142,NA
765,7/8/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,32,119,NA
765,7/10/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,38,93,NA
765,7/12/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,29,155,NA
765,16-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,33,168,NA
765,18-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,29,161,NA
765,22-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,59,165,NA
765,24-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,56,347,NA
765,26-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,34,166,NA
765,30-07-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,35,108,NA
765,8/1/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,30,182,NA
765,8/5/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,21,59,NA
765,8/7/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,26,88,NA
765,8/12/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",11,27,71,NA
765,19-08-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,32,133,NA
765,21-08-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",10,17,111,NA
765,23-08-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,18,89,NA
765,27-08-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",9,17,87,NA
765,30-08-13,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,15,112,NA
765,9/3/2013,Tamil Nadu,Chennai,"Anna Nagar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,15,59,NA
