Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
160,25-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,16,67,NA
160,30-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,5,24,NA
160,07-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,12,30,NA
160,09-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,24,25,NA
160,16-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,23,81,NA
160,17-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,34,76,NA
160,20-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,26,26,NA
160,23-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,24,42,NA
160,27-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,22,25,NA
160,29-04-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,22,47,NA
160,06-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,15,17,NA
160,08-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,45,32,NA
160,12-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,23,33,NA
160,15-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,26,41,NA
160,19-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,40,70,NA
160,22-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,40,63,NA
160,26-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,23,52,NA
160,29-05-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,23,59,NA
160,02-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,22,42,NA
160,05-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,16,27,NA
160,09-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,9,47,NA
160,12-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,22,46,NA
160,15-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,22,54,NA
160,19-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,23,47,NA
160,23-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,15,78,NA
160,26-06-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,15,51,NA
160,03-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,22,52,NA
160,07-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,19,62,NA
160,10-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,26,50,NA
160,14-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,46,NA
160,17-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,13,72,NA
160,20-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,44,NA
160,24-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,33,NA
160,28-07-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,8,28,NA
160,04-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,44,NA
160,07-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,14,47,NA
160,11-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,13,43,NA
160,14-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,8,42,NA
160,18-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,7,39,NA
160,21-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,19,36,NA
160,24-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,35,40,NA
160,28-08-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,36,NA
160,01-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,54,NA
160,04-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,17,32,NA
160,08-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,15,52,NA
160,11-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,27,36,NA
160,15-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,20,61,NA
160,22-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,40,NA
160,26-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,7,48,NA
160,29-09-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,10,69,NA
160,01-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,15,33,NA
160,06-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,49,54,NA
160,09-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,36,73,NA
160,13-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,40,39,NA
160,16-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,18,49,NA
160,20-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,39,39,NA
160,27-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,20,46,NA
160,30-10-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,38,57,NA
160,06-11-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,19,55,NA
160,12-11-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,37,60,NA
160,27-11-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,67,74,NA
160,30-11-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,42,NA
160,15-12-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,73,59,NA
160,18-12-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,35,45,NA
160,22-12-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,35,38,NA
160,28-12-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,20,61,NA
160,30-12-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,17,59,NA
161,07-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,49,23,NA
161,09-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,7,40,14,NA
161,13-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,41,39,NA
161,20-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,34,24,NA
161,22-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,6,12,NA
161,24-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,33,19,NA
161,28-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,17,18,NA
161,30-01-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,42,17,NA
161,04-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,21,24,NA
161,06-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,24,21,NA
161,11-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,34,30,NA
161,13-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,25,38,NA
161,18-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,30,24,NA
161,20-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,12,14,NA
161,25-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,44,27,NA
161,27-02-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,35,23,NA
161,03-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,19,15,36,NA
161,05-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,5,31,NA
161,12-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,15,33,NA
161,17-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,2,7,24,NA
161,19-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,20,33,NA
161,24-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,2,19,29,NA
161,26-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,7,34,NA
161,30-03-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,7,22,NA
161,07-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,10,30,26,NA
161,09-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,14,20,NA
161,15-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,26,34,NA
161,17-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,17,27,37,NA
161,20-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,19,25,NA
161,23-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,22,25,NA
161,27-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,13,18,NA
161,29-04-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,12,30,NA
161,06-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,13,35,NA
161,12-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,16,23,NA
161,15-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,21,22,NA
161,19-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,32,32,NA
161,22-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,52,33,NA
161,25-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,35,39,NA
161,27-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,42,26,NA
161,29-05-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,23,29,NA
161,05-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,10,26,22,NA
161,09-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,13,23,NA
161,12-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,29,15,16,NA
161,16-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,17,18,39,NA
161,19-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,33,35,NA
161,23-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,14,37,NA
161,26-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,11,34,NA
161,30-06-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,27,30,NA
161,03-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,2,27,22,NA
161,07-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,24,45,NA
161,10-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,18,42,NA
161,14-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,24,22,NA
161,17-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,11,17,27,NA
161,21-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,15,19,NA
161,24-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,23,17,NA
161,28-07-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,13,22,30,NA
161,04-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,21,24,NA
161,07-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,16,29,NA
161,11-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,6,28,21,NA
161,14-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,8,12,38,NA
161,18-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,12,25,NA
161,21-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,13,25,NA
161,24-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,2,25,23,NA
161,28-08-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,34,24,NA
161,01-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,18,24,NA
161,04-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,9,25,24,NA
161,08-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,40,26,26,NA
161,11-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,30,28,NA
161,15-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,25,44,NA
161,22-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,3,17,24,NA
161,26-09-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,15,5,30,NA
161,01-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,14,40,32,NA
161,06-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,2,40,20,NA
161,09-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,8,29,29,NA
161,13-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,8,31,27,NA
161,16-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,13,28,NA
161,20-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,15,36,26,NA
161,27-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,10,36,41,NA
161,30-10-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,8,19,28,NA
161,03-11-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,12,26,33,NA
161,06-11-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,17,41,28,NA
161,24-11-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,NA,NA,82,NA
161,27-11-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,5,67,42,NA
161,15-12-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,13,38,99,NA
161,18-12-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,15,25,22,NA
161,22-12-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,8,6,41,NA
161,28-12-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,12,10,31,NA
161,30-12-15,Tamil Nadu,Chennai,"Thiruvottiyur Municipal Office, Chennai",National Environmental Engineering Research Institute,Industrial Area,4,24,16,NA
764,05-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,19,44,NA
764,19-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,18,64,NA
764,21-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,20,57,NA
764,23-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,21,46,NA
764,28-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,18,55,NA
764,30-01-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",12,19,42,NA
764,03-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,22,45,NA
764,05-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,24,41,NA
764,09-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,23,47,NA
764,11-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,19,52,NA
764,13-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",17,20,49,NA
764,17-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,21,51,NA
764,19-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,25,54,NA
764,23-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,18,51,NA
764,25-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,22,48,NA
764,27-02-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,19,43,NA
764,03-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,21,51,25
764,05-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,22,46,21
764,09-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",14,20,54,17
764,11-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,24,47,NA
764,13-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,21,45,NA
764,17-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,19,45,NA
764,19-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",18,23,68,NA
764,23-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",16,21,52,NA
764,25-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,19,49,21
764,27-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,20,47,21
764,31-03-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",13,19,42,NA
764,06-04-15,Tamil Nadu,Chennai,"Adyar, Chennai",Tamilnadu State Pollution Control Board,"Residential, Rural and other Areas",15,18,38,NA
